,0,1,2,3,4,5,NMR_Peaks,Is In Ring,Is In Ring,IsInLinear
29_SO3H_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.99,0,,-125.99
5_SO3H_8,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.29,0,,-126.29
8_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['C', 'H', 'H']",-123.67,0,,-123.67
11_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'H', 'H']","['S', 'H', 'H']",-123,0,,-123
14_SO3H_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'S', 'H', 'H']","['F', 'F', 'F', 'H']",-122.04,0,,-122.04
5_SO3H_9,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.28,0,,-126.28
8_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['S', 'H', 'H']",-123.63,0,,-123.63
11_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'S', 'H', 'H']",['H'],-122.95,0,,-122.95
14_SO3H_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'S', 'H', 'H']","['C', 'F', 'F', 'H']","['F', 'F', 'F']",-121.98,0,,-121.98
10_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['S', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-121.79,0,,-121.79
13_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['S', 'H', 'H']",-122.79,0,,-122.79
16_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-123.17,0,,-123.17
19_SO3H_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.07,0,,-126.07
8_SO3H_11,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']","['H', 'H']",[],-121.5,0,,-121.5
11_SO3H_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['N', 'O', 'O']","['H', 'H']",-126.19,0,,-126.19
8_SO3H_12,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']","['F', 'F', 'F']",-119.86,0,,-119.86
11_SO3H_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']","['H', 'H']",-121.7,0,,-121.7
14_SO3H_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['N', 'O', 'O']",-122.67,0,,-122.67
17_SO3H_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']",-126.08,0,,-126.08
8_SO3H_13,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']","['F', 'F', 'C']",-119.76,0,,-119.76
11_SO3H_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['H', 'H', 'F', 'F', 'C']",-121.43,0,,-121.43
14_SO3H_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-121.63,0,,-121.63
17_SO3H_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-121.81,0,,-121.81
20_SO3H_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.62,0,,-122.62
23_SO3H_13,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.04,0,,-126.04
10_SO3H_14,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']",-120.55,0,,-120.55
13_SO3H_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'H', 'F', 'F', 'C']",-121.72,0,,-121.72
16_SO3H_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-121.88,0,,-121.88
19_SO3H_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-122.02,0,,-122.02
22_SO3H_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.82,0,,-122.82
25_SO3H_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.24,0,,-126.24
13_SO3H_15,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']","['C', 'H', 'H', 'C', 'H', 'H', 'F', 'F', 'C']",-120.39,0,,-120.39
16_SO3H_15,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']",-121.64,0,,-121.64
19_SO3H_15,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-121.82,0,,-121.82
22_SO3H_15,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-121.99,0,,-121.99
25_SO3H_15,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.8,0,,-122.8
28_SO3H_15,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.22,0,,-126.22
12_SO3H_16,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']","['H', 'H', 'H', 'C', 'H', 'H', 'F', 'F', 'C']",-120.55,0,,-120.55
15_SO3H_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']",-121.66,0,,-121.66
18_SO3H_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['N', 'O', 'O', 'F', 'F', 'F']",-121.82,0,,-121.82
21_SO3H_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-121.99,0,,-121.99
24_SO3H_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.79,0,,-122.79
27_SO3H_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.22,0,,-126.22
5_I_1,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'I']",[],[],-125.41,0,,-125.41
8_I_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['F', 'F', 'F']",[],[],-114.28,0,,-114.28
5_I_2,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'I']",-126.3,0,,-126.3
8_I_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'I']",[],-122.88,0,,-122.88
11_I_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['F', 'F', 'F']",[],-121.26,0,,-121.26
14_I_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['F', 'F', 'F']",-113.33,0,,-113.33
5_I_3,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.31,0,,-126.31
8_I_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'I']",-122.85,0,,-122.85
11_I_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'I']",[],-122.06,0,,-122.06
14_I_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['F', 'F', 'F']",-121.07,0,,-121.07
17_I_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-113.29,0,,-113.29
14_I_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'C', 'F', 'F', 'I']","['F', 'F', 'F', 'F', 'F', 'F']",[],-115.03,0,,-115.03
17_I_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",-112.81,0,,-112.81
5_I_5,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.25,0,,-126.25
8_I_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.82,0,,-122.82
11_I_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'I']",-122,0,,-122
14_I_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['F', 'F', 'F']",-121.85,0,,-121.85
17_I_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']",-121,0,,-121
20_I_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-113.24,0,,-113.24
14_I_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'C', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'I']",-121.04,0,,-121.04
17_I_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'C', 'F', 'F', 'I']","['F', 'F', 'F', 'F', 'F', 'F']",-120.83,0,,-120.83
20_I_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'C']",-120.83,0,,-120.83
23_I_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-113.25,0,,-113.25
5_I_7,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.22,0,,-126.22
8_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-122.79,0,,-122.79
11_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']",-121.98,0,,-121.98
14_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']",-121.77,0,,-121.77
17_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-121.77,0,,-121.77
23_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']",-121.77,0,,-121.77
26_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']",-121.77,0,,-121.77
29_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']",-120.97,0,,-120.97
32_I_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'I']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-113.26,0,,-113.26
5_I_8,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['C', 'H', 'H']","['I', 'H', 'H']",-126.12,0,,-126.12
8_I_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'H', 'H']","['I', 'H', 'H']",[],-124.44,0,,-124.44
5_I_9,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.27,0,,-126.27
8_I_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['C', 'H', 'H']",-123.53,0,,-123.53
11_I_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'H', 'H']","['I', 'H', 'H']",-122.96,0,,-122.96
14_I_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'I', 'H', 'H']","['F', 'F', 'F']",-122,0,,-122
5_I_10,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.22,0,,-126.22
8_I_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-123.49,0,,-123.49
11_I_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']",-122.81,0,,-122.81
14_I_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'C', 'H', 'H']",-122,0,,-122
17_I_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'I', 'H', 'H']",-122,0,,-122
20_I_10,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'I', 'H', 'H']","['C', 'F', 'F']",-121.78,0,,-121.78
5_I_11,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-126.22,0,,-126.22
8_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-123.49,0,,-123.49
11_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']",-122.79,0,,-122.79
14_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']",-121.89,0,,-121.89
17_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-121.89,0,,-121.89
20_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']",-121.89,0,,-121.89
23_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'I', 'H', 'H']",-121.89,0,,-121.89
26_I_11,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'C', 'H', 'H']","['C', 'F', 'F', 'I', 'H', 'H']","['C', 'F', 'F']",-121.89,0,,-121.89
7_Cl_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'Cl']",[],[],-127.24,0,,-127.24
7_Cl_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'Cl', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-121.75,0,,-121.75
10_Cl_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'Cl', 'F', 'F', 'C']","['F', 'F', 'F']",-122.03,0,,-122.03
13_Cl_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'Cl']",-122.76,0,,-122.76
16_Cl_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.76,0,,-122.76
19_Cl_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.26,0,,-126.26
7_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'Cl', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-121.81,0,,-121.81
10_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'Cl', 'F', 'F', 'C']","['F', 'F', 'C']",-121.81,0,,-121.81
13_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'Cl', 'F', 'F', 'F']",-121.81,0,,-121.81
16_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.75,0,,-122.75
19_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.75,0,,-122.75
22_Cl_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.24,0,,-126.24
12_ethers_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'H']",['C'],"['C', 'F', 'F']",-129.89,0,,-129.89
15_ethers_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'H']","['C', 'F', 'F']","['O', 'H', 'H']",['C'],-129.89,0,,-129.89
6_ethers_8,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'F']",['C'],"['H', 'H', 'H']",[],-129.68,0,,-129.68
10_other_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'H', 'H']",['P'],-124.66,0,,-124.66
13_other_1,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']","['O', 'H', 'H']",-126.26,0,,-126.26
10_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['P', 'F', 'F', 'C']",-121.84,0,,-121.84
13_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-122.04,0,,-122.04
16_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']",-122.04,0,,-122.04
19_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.83,0,,-122.83
22_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.76,0,,-123.76
25_other_2,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.23,0,,-126.23
