,0,1,2,3,4,5,NMR_Peaks,Is In Ring,Is In Ring,IsInLinear
10_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']","['P', 'F', 'F', 'C']",-121.64,0,,-121.64
13_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'H', 'F', 'F', 'C']",-121.64,0,,-121.64
16_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']",-121.64,0,,-121.64
19_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-121.64,0,,-121.64
22_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.64,0,,-121.64
25_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.54,0,,-122.54
28_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.44,0,,-123.44
31_other_3,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.93,0,,-125.93
5_other_4,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'N']","['C', 'C']","['F', 'F', 'C', 'F', 'F', 'C']",-126.5,0,,-126.5
8_other_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'N']","['F', 'F', 'F', 'C', 'C']","['F', 'F', 'C', 'F', 'F', 'C']","['F', 'F', 'C', 'F', 'F', 'C']",-118.47,0,,-118.47
18_other_4,['C'],"['C', 'F', 'C']","['N', 'F', 'F', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'F']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-118.47,0,,-118.47
21_other_4,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['N', 'F', 'F']","['C', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-126.5,0,,-126.5
5_other_5,['C'],"['C', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'N']","['C', 'C']",-127.56,0,,-127.56
8_other_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['F', 'F', 'F', 'F', 'F', 'N']","['C', 'C']","['F', 'F', 'C', 'F', 'F', 'C']",-124.4,0,,-124.4
11_other_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'N']","['C', 'F', 'F', 'C', 'C']","['F', 'F', 'F', 'F', 'F', 'C', 'F', 'F', 'C']","['F', 'F', 'C', 'F', 'F', 'C']",-118.89,0,,-118.89
21_other_5,['C'],"['C', 'F', 'C']","['N', 'F', 'F', 'F', 'F', 'C']","['C', 'C', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C', 'F', 'F', 'F']","['C', 'F', 'F', 'F', 'F', 'C']",-118.89,0,,-118.89
24_other_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['N', 'F', 'F', 'F', 'F', 'F']","['C', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-124.4,0,,-124.4
27_other_5,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['N', 'F', 'F']","['C', 'C']",-127.56,0,,-127.56
8_other_6,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",['C'],"['H', 'H', 'H']",-127.2,0,,-127.2
8_other_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['C', 'F', 'F', 'F']","['H', 'H', 'H']",-122.72,0,,-122.72
11_other_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",['C'],-122.96,0,,-122.96
14_other_7,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['O', 'O']",-126.28,0,,-126.28
7_other_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['O', 'H', 'F', 'F', 'C']","['F', 'F', 'F']",-121.3,0,,-121.3
10_other_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['O', 'H']",-122.27,0,,-122.27
13_other_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-122.27,0,,-122.27
16_other_8,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-125.45,0,,-125.45
9_other_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'C']","['Si', 'H', 'H', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-122,0,,-122
12_other_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'H', 'H', 'F', 'F', 'F']","['Si', 'H', 'H']",-122.94,0,,-122.94
15_other_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'H', 'H']",-123.53,0,,-123.53
18_other_9,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.27,0,,-126.27
7_ether_12,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'O']","['O', 'O', 'C']","['H', 'F', 'F', 'F']",[],-129.4,0,,-129.4
10_ether_13,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'F']",['C'],"['C', 'F', 'C']","['O', 'O', 'F', 'F', 'F']",-131.7,0,,-131.7
7_ether_14,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'O']","['O', 'O', 'C']","['H', 'F', 'C', 'C']","['F', 'F', 'F', 'F', 'F', 'F']",-128.8,0,,-128.8
18_ether_16,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F']","['C', 'F', 'F']","['O', 'F', 'F']",-128.3,0,,-128.3
21_ether_16,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'F', 'F']",['C'],"['C', 'F', 'F']",-128.4,0,,-128.4
25_ether_18,['C'],"['C', 'F', 'C']","['O', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F']","['C', 'F', 'F']","['O', 'F', 'F']",-128.4,0,,-128.4
28_ether_18,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'F', 'F']",['C'],"['C', 'F', 'F']",-128.5,0,,-128.5
7_COOH_24,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'F']",['H'],[],-125.07,0,,-125.07
10_COOH_24,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['O', 'O']",['H'],-127.34,0,,-127.34
7_COOH_25,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",[],-123.75,0,,-123.75
10_COOH_25,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",['H'],-124.31,0,,-124.31
13_COOH_25,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['O', 'O']",-127.49,0,,-127.49
7_COOH_26,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'F']",-122.91,0,,-122.91
10_COOH_26,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'F']",['H'],-123.92,0,,-123.92
13_COOH_26,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['O', 'O']",-124.09,0,,-124.09
16_COOH_26,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.36,0,,-127.36
7_COOH_27,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.72,0,,-122.72
10_COOH_27,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-123.07,0,,-123.07
13_COOH_27,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['O', 'O']",-123.8,0,,-123.8
16_COOH_27,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.07,0,,-124.07
19_COOH_27,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.31,0,,-127.31
7_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.66,0,,-122.66
10_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.89,0,,-122.89
13_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'F']",-122.89,0,,-122.89
16_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-123.72,0,,-123.72
19_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.3,0,,-124.3
22_COOH_28,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.27,0,,-127.27
7_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.8,0,,-122.8
10_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.8,0,,-122.8
13_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']",-122.8,0,,-122.8
16_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.8,0,,-122.8
19_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-123.73,0,,-123.73
22_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.01,0,,-124.01
25_COOH_29,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.27,0,,-127.27
7_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.69,0,,-122.69
10_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.69,0,,-122.69
13_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']",-122.69,0,,-122.69
16_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-122.69,0,,-122.69
19_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.69,0,,-122.69
22_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-123.7,0,,-123.7
25_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-124.05,0,,-124.05
28_COOH_30,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.27,0,,-127.27
7_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.66,0,,-122.66
10_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.66,0,,-122.66
13_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']",-122.66,0,,-122.66
16_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-122.66,0,,-122.66
25_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.73,0,,-121.73
28_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-121.58,0,,-121.58
31_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.95,0,,-122.95
34_COOH_31,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.2,0,,-126.2
7_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-122.64,0,,-122.64
10_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.64,0,,-122.64
13_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'F', 'F', 'C']",-122.64,0,,-122.64
16_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']",-122.64,0,,-122.64
28_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-121.72,0,,-121.72
31_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.58,0,,-122.58
34_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-122.93,0,,-122.93
37_COOH_32,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-126.15,0,,-126.15
8_SO3H_18,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",['H'],[],-123.28,0,,-123.28
11_SO3H_18,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",['H'],-127.39,0,,-127.39
8_SO3H_19,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['F', 'F', 'F']",[],-121.94,0,,-121.94
11_SO3H_19,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'F']","['O', 'O', 'O']",[],-123.7,0,,-123.7
14_SO3H_19,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",-127.39,0,,-127.39
8_SO3H_20,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'F']",-121.74,0,,-121.74
11_SO3H_20,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",['H'],-122.88,0,,-122.88
14_SO3H_20,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']","['O', 'O', 'O']",-123.83,0,,-123.83
17_SO3H_20,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']",-127.33,0,,-127.33
8_SO3H_21,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-121.69,0,,-121.69
11_SO3H_21,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'F']",-122.69,0,,-122.69
14_SO3H_21,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'F']","['O', 'O', 'O']",-122.99,0,,-122.99
17_SO3H_21,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['S', 'F', 'F']",-123.76,0,,-123.76
20_SO3H_21,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.32,0,,-127.32
8_SO3H_22,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['F', 'F', 'C']","['F', 'F', 'C']",-121.67,0,,-121.67
11_SO3H_22,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['F', 'F', 'C']",-122.65,0,,-122.65
14_SO3H_22,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'F']",-122.82,0,,-122.82
17_SO3H_22,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['S', 'F', 'F']",-122.93,0,,-122.93
20_SO3H_22,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.74,0,,-123.74
23_SO3H_22,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.28,0,,-127.28
8_SO3H_23,['C'],"['C', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']","['F', 'F', 'C']",-121.67,0,,-121.67
11_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']","['H', 'F', 'F', 'C']",-122.71,0,,-122.71
14_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']","['O', 'O', 'O', 'F', 'F', 'C']",-122.71,0,,-122.71
17_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['S', 'F', 'F', 'F', 'F', 'C']",-122.71,0,,-122.71
20_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']",-122.71,0,,-122.71
23_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']",-122.86,0,,-122.86
26_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-123.69,0,,-123.69
29_SO3H_23,['C'],"['C', 'F', 'C']","['C', 'F', 'F', 'F', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']","['C', 'F', 'F']",-127.26,0,,-127.26
